date,text
2025-05-22 13:33:49+00:00,مطلوب شاشه تلفزون  كويسا  جنوب  ويفضل وسطى الدفع  نص تطبيق نص كاش
2025-05-22 12:31:17+00:00,"مطلوب سيولة في المواصي للضرورة بعمولة منيحه

للضروووووورة"
2025-05-22 12:27:20+00:00,مطلوب سكر
2025-05-22 11:45:10+00:00,مطلوب بور ماك سيف فلدير بسعر منيح بنكي
2025-05-22 11:28:53+00:00,مطلوب قطعة ارض للايجار مواصي خانيونس
2025-05-22 11:15:21+00:00,"مطلوب كيس طحين نضيف .. ومشكورين
خانيونس .. مواصي خانيونس"
2025-05-22 11:06:13+00:00,"مطلوب شريحة فودافون مصرية 
مطلوب شريحة فودافون مصرية
مطلوب شريحة فودافون مصرية 
مطلوب شريحة فودافون مصرية
مطلوب شريحة فودافون مصرية 
مطلوب شريحة فودافون مصرية
مطلوب شريحة فودافون مصرية 
مطلوب شريحة فودافون مصرية"
2025-05-22 11:05:38+00:00,"مطلوب علب حلاوة للاطفال 
مشان ياكلو لعدم توفر الطحين 
حدا يخدمني"
2025-05-22 11:02:09+00:00,"متوفر شيكل ازرق جديد 🔥🔥
مطلوب دولار كاش 💵 فقط للبدل كاش مقابل كاش فقط
التواصل خاص"
2025-05-22 10:40:48+00:00,مطلوب بور ماك سيف فلدير بسعر منيح بنكي
2025-05-22 10:37:11+00:00,مطلوب عدس مجروش نصيرات
2025-05-22 10:20:35+00:00,مطلوب جوزهند
2025-05-22 10:15:55+00:00,"جوال galaxy grand prime +
8 جيجا على1.5 رام 
ممتاز بطارية بتقعد يوم كامل ما فيه ولا شي بشغل نت طيارة 
مطلوب فيه550 كاش وفي مراعاة
العنوان خانيونس للتواصل خاص او رقم
0594721156"
2025-05-22 10:11:57+00:00,مطلوب جوال مساحة 128ويدعم كل 5Gسامسونج او ريدمي
2025-05-22 10:04:27+00:00,مطلوب جهازو طاقه كيلو علي تطبيق
2025-05-22 09:47:00+00:00,*مطلوب مطلوبببببببيب بطارية 9امبير أو 10 امبير يكون خانيونس لتواصل خاص او 05926667306*
2025-05-22 09:46:10+00:00,"جوال galaxy grand prime +
8 جيجا على1.5 رام 
ممتاز بطارية بتقعد يوم كامل ما فيه ولا شي بشغل نت طيارة 
مطلوب فيه550 كاش وفي مراعاة
العنوان خانيونس للتواصل خاص او رقم
0594721156"
2025-05-22 09:25:39+00:00,"جوال galaxy grand prime +
8 جيجا على1.5 رام 
ممتاز بطارية بتقعد يوم كامل ما فيه ولا شي بشغل نت طيارة 
مطلوب فيه550 كاش وفي مراعاة
العنوان خانيونس للتواصل خاص او رقم
0594721156"
2025-05-22 09:08:30+00:00,"مطلوب توكنز بسعر مناسب.


#شمال_غزة. 
التواصل خاص."
2025-05-22 08:55:08+00:00,مطلوب جوال فئة متوسطه بحدود 1500 بنكي .
2025-05-22 08:35:48+00:00,"مطلوب غاز ... 3 كيلو #شمال_غزة. 

مطلوب غاز ... 3 كيلو #شمال_غزة. 

مطلوب غاز ... 3 كيلو #شمال_غزة. 

مطلوب غاز ... 3 كيلو #شمال_غزة."
2025-05-22 08:24:12+00:00,"قوي حسابك باقل الاسعار 🔥

خدمة زيادة المتابعين على منصات مثل إنستغرام، فيسبوك, تيليجرام، ومع ضمان حسابات حقيقية 100%، وتوفير متابعين من دول عشوائية.
يمكن شراء المتابعين عن طريق تحويل المبلغ إلى المحفظة، مع ضمان إعادة تعبئة إذا نقص العدد المطلوب
كما متوفر حسابات جاهزة للبيع بأسعار 
تواصل معنا

طرق الدفع💵

 💳PALPAY
محفظة بال باي"
2025-05-22 07:41:11+00:00,مطلوب كوشوك عجلة مقاس 20 جديد يكون من الجنوب وبسعر طري
2025-05-22 07:19:33+00:00,"ايش المطلوب 
حدا طلب رأيك؟؟"
2025-05-22 06:27:42+00:00,مطلوب آيفون ١٢برو ماكس أو ١٣عادي
2025-05-22 05:30:31+00:00,**مطلوب غاز للبيع التواصل خاص**
2025-05-22 05:18:48+00:00,مطلوب شوادر ٤×٥
2025-05-22 04:30:10+00:00,مطلوب مبيض
2025-05-22 03:05:08+00:00,مطلوب آيفون 12برو ماكس أو 13عادي
2025-05-22 02:31:59+00:00,مطلوب شمسيات
2025-05-22 01:26:23+00:00,مطلوب هكر يرجع حسابات فيس وانستا وجيميل مسروقة
2025-05-21 22:07:02+00:00,مطلوب ناظور كلشن بسعر مناسب اصحاب الاسعار السياحية ما يغلب حالو
2025-05-21 20:48:32+00:00,متوفر الف usdt مطلوب بنكي
2025-05-21 20:41:20+00:00,"مطلوب 
مطلوب 
اكسسوارات اطفال 
اكسسوارات حريمي 
شنط حريمي"
2025-05-21 20:11:34+00:00,"مطلوب ٢ كيلو غاز من خانيونس 
التواصل خاص وسعر مناسب"
2025-05-21 20:07:09+00:00,مطلوببب غاز للبيع التواصل خاص
2025-05-21 19:47:42+00:00,"السلام عليكم ورحمة الله وبركاته 
مطلوب جوال بسعر منيح ومش غاالي 
لبيع التطبيق فقط مش كاش 
يلي عندو يبعت خاص"
2025-05-21 19:46:53+00:00,"مطلوب لوحه بور تكون نضيفه 
خانيونس المعسكر ❤️"
2025-05-21 19:43:24+00:00,مطلوب شاشه A52
2025-05-21 19:40:58+00:00,مطلوب حمص حب او بازيلاء ناشفه بسعر مناسب كميات التواصل خاص
2025-05-21 19:38:36+00:00,"مطلوب بطارية سيارة 60-70 امبير
جديدة او مستخدم نظيف
الدفع بنكي"
2025-05-21 19:28:43+00:00,مطلوب ايفون 12 بروماكس او 11 برو ماكس
2025-05-21 19:21:35+00:00,مطلوب بيت بالاجار بالنصر للتواصل ٠٥٩٥٤٦٦٢٧٤
2025-05-21 19:08:02+00:00,مطلوب سكر
2025-05-21 18:58:29+00:00,مطلوب ٢كيلو طحين لو كان بالرمال او محيط الشفاء
2025-05-21 17:35:50+00:00,"#مطلوب مكمل غذائي يفضل يكون أصفر 
$مطلوب حلاوة 
شراء  أو بدل على زيت أو معكرونة"
2025-05-21 17:25:21+00:00,مطلوب سكر من غزة شمال لو معسكر ساطي الف مطلوب
2025-05-21 17:23:53+00:00,"مطلوب بيض بلدي مكبس 
يكون من الوسطي"
2025-05-21 17:18:48+00:00,مطلوب مبيض
2025-05-21 16:49:30+00:00,مطلوب ورق خروع لو بمصاري
2025-05-21 16:49:15+00:00,"مطلوب شمال غزة
الدفع بنكي"
2025-05-21 16:25:32+00:00,"مطلوب طحين 
خانيونس"
2025-05-21 16:22:43+00:00,مطلوب ورق خروع لو بمصاري
2025-05-21 15:33:59+00:00,مطلوب كيس طحين
2025-05-21 15:20:35+00:00,مطلوب سكوب برودة الي عندو يتواصل خاص
2025-05-21 15:12:09+00:00,مطلوب ايًفون
2025-05-21 14:58:17+00:00,مطلوب ايًفون 12ماكس او 13عادي
2025-05-21 14:17:49+00:00,مطلوب آيفون 13 لبيع
2025-05-21 14:11:17+00:00,مطلوب 12ماكس
2025-05-21 14:02:45+00:00,"مطلوب ميزان للبيع 
المكان خانيونس مدينة اصداء"
2025-05-21 14:01:19+00:00,"متوفر صيانه مسدسات و بواريد 
متوفر تسويد اسلحه
المكان خانيونس 
شغل ٪100

مطلوب حب m16 
مطلوب حب مق
مطلوب حب كلشن
مطلوب جميع انواع الحب
المكان خانيونس

مطلوب مسدسات حي 
مطلوب مسدسات صوت 
مطلوب جميع انواع البواريد
مطلوب مسدسات خربانه بدها صيانه بشتري بحق الله
مطلوب جميع انواع الحب 
العنوان : خانيونس
تواصل: خاص"
2025-05-21 13:44:52+00:00,مطلوب ارض للايجار مواصي خانيونس
2025-05-21 13:40:54+00:00,مطلوب سيولة
2025-05-21 13:35:01+00:00,"مطلوب ايفون 11
.
.
."
2025-05-21 13:32:35+00:00,مطلوب شقة ايجار في مخيم الشاطئ للضرورة للتواصل 0594210313او عالخاص
2025-05-21 13:26:59+00:00,"مطلوب ميزان حساس للبيع 
المكان خانيونس مدينة اصداء"
2025-05-21 13:11:36+00:00,مطلوب جوال كشاف بدون بطارية من الوسطى
2025-05-21 13:02:28+00:00,"مطلوب سيولة مقابل تحويل بنكي دير البلح أو النصيرات 



مطلوب سيولة مقابل تحويل بنكي دير البلح أو النصيرات 


مطلوب سيولة مقابل تحويل بنكي دير البلح أو النصيرات"
2025-05-21 12:46:59+00:00,"مطلوب ايفون 8 بلس 

مطلوب ايفون 8 بلس 
مطلوب ايفون 8 بلس 
مطلوب ايفون 8 بلس
مطلوب ايفون 8 بلس

مطلوب ايفون 8 بلس"
2025-05-21 12:34:10+00:00,"مطلوب ايفون 13 او 13 بروماكس او 14 او 14 بروماكس او 11 يكون نظيف ويكون من غزه 

مطلوب ايفون 13 او 13 بروماكس او 14 او 14 بروماكس او 11 يكون نظيف ويكون من غزه 

مطلوب ايفون 13 او 13 بروماكس او 14 او 14 بروماكس او 11 يكون نظيف ويكون من غزه"
2025-05-21 12:30:05+00:00,مطلوب خيمه قبة المانيا  بلو
2025-05-21 12:25:27+00:00,مطلوب ايفون 11
2025-05-21 12:20:54+00:00,"مطلوب طحين نظيف مقابل سيولة 500 شيكل، 
خانيونس"
2025-05-21 12:18:31+00:00,"مطلوب usdt مقابل بنكي لأفضل سعر ؟
غزة وجه لوجه"
2025-05-21 12:17:25+00:00,مطلوب ايباد الجيل التاسع في الوسطى الدفع تطبيق
2025-05-21 12:03:15+00:00,مطلوب ورق خروع لو بمصاري
2025-05-21 11:54:52+00:00,"متوفر شيكل ازرق جديد 🔥🔥
مطلوب دولار كاش 💵 فقط للبدل كاش مقابل كاش فقط
التواصل خاص"
2025-05-21 11:50:16+00:00,مطلوب عدس احمر كمية يفضل الدفع تطبيق
2025-05-21 11:39:50+00:00,"مطلوب ايفون 13 او 13 بروماكس او 14 او 14 بروماكس او 11 يكون نظيف ويكون من غزه 

مطلوب ايفون 13 او 13 بروماكس او 14 او 14 بروماكس او 11 يكون نظيف ويكون من غزه 

مطلوب ايفون 13 او 13 بروماكس او 14 او 14 بروماكس او 11 يكون نظيف ويكون من غزه"
2025-05-21 11:30:40+00:00,"مطلوب ايفون 13 او 13 بروماكس او 14 او 14 بروماكس او 11 يكون نظيف ويكون من غزه 

مطلوب ايفون 13 او 13 بروماكس او 14 او 14 بروماكس او 11 يكون نظيف ويكون من غزه 

مطلوب ايفون 13 او 13 بروماكس او 14 او 14 بروماكس او 11 يكون نظيف ويكون من غزه"
2025-05-21 11:26:10+00:00,مطلوب سلك نت اتصالات
2025-05-21 11:21:23+00:00,"مطلوب حد بسحب ارباح TikTok
يكون ف غزة -الرمال"
2025-05-21 11:11:06+00:00,مطلوب مومري كارد بلايستيشن 2
2025-05-21 11:05:37+00:00,"مطلوب خيمة قبة ألمانية 4*6 
0592556528
اللي عندو يتواصل"
2025-05-21 11:05:07+00:00,مطلوب علبة نس كافيه رد مج وعلبة مبيض
2025-05-21 11:03:52+00:00,مطلوب بامبرز نمرة ٧ او بشكل عام بمبرز كبير
2025-05-21 10:52:16+00:00,"مطلوب سكر 
مطلوب سكر 
مطلوب سكر 
للتواصل خاص"
2025-05-21 10:45:45+00:00,"مطلوب جوال بحدود 1500 - 2000 بنكي يكون خالي مشاكل ومواصفات كويسة يفضل سامسونج من غزة
الي عنده يتواصل معي"
2025-05-21 10:30:16+00:00,مطلوب شقة او حاصل للايجار
2025-05-21 10:30:13+00:00,"متوفر شيكل ازرق جديد 🔥🔥
مطلوب دولار كاش 💵 فقط للبدل كاش مقابل كاش فقط
التواصل خاص"
2025-05-21 10:16:32+00:00,مطلوب ورق خروع ضروري لو بمصاري
2025-05-21 10:03:14+00:00,مطلوب كرسي حمام أعزكم الله ودفع بنكي بنختلفش ع السعر
2025-05-21 09:30:27+00:00,"جوال galaxy grand prime +
8 جيجا على1.5 رام 
ممتاز بطارية بتقعد يوم كامل ما فيه ولا شي بشغل نت طيارة 
مطلوب فيه550 كاش وفي مراعاة
العنوان خانيونس للتواصل خاص او رقم
0599529739"
2025-05-21 09:18:16+00:00,"مطلوب سيولة قديش سعر الصرف اليوم 
نصيرات"
2025-05-21 09:18:10+00:00,"مطلوب رصيد جوال كل 100 ب 65 مطلوب 1000 شيكل الدفع كاش التواصل خاص لو تكرمتم 🌹.
مواصي خانيونس."
2025-05-21 09:05:49+00:00,"جوال galaxy grand prime +
8 جيجا على1.5 رام 
ممتاز بطارية بتقعد يوم كامل ما فيه ولا شي بشغل نت طيارة 
مطلوب فيه550 كاش وفي مراعاة
العنوان خانيونس للتواصل خاص او رقم
0599529739"
2025-05-21 08:40:49+00:00,"جوال galaxy grand prime +
8 جيجا على1.5 رام 
ممتاز بطارية بتقعد يوم كامل ما فيه ولا شي بشغل نت طيارة 
مطلوب فيه550 كاش وفي مراعاة
العنوان خانيونس للتواصل خاص او رقم
0599529739"
2025-05-21 08:26:51+00:00,مطلوب ورق خروع لو بمصاري
2025-05-21 08:23:16+00:00,مطلوب طحين تطبيق
2025-05-21 08:17:53+00:00,مطلوب كيلو قهوة حب كولومبي او برازيلي بسعرها العادي 50 شيكل، واوفرلك سيولة ٢٠٠ شيكل ازرق
2025-05-21 08:17:26+00:00,"جوال galaxy grand prime +
8 جيجا على1.5 رام 
ممتاز بطارية بتقعد يوم كامل ما فيه ولا شي بشغل نت طيارة 
مطلوب فيه550 كاش وفي مراعاة
العنوان خانيونس للتواصل خاص او رقم
0599529739"
2025-05-21 07:55:16+00:00,"السلام عليكم 
موجود جوال Samsung a13 
بدعم ( 5g 🛜 ⚡️ )
ذاكرة  》 ({ 64 }) g .
رام  》 ({ 4 }) g .
سعة البطارية 🔋 ({ 5000 }) .
بقعد 3 ايام استخدام بسيط 
جوال خالي مشاكل ولا كحتة 
مكفول مضمون ✅️
للبيع نقدي فقط .
مطلوب 2500
عنوان 📍 》غزة ."
2025-05-21 07:48:14+00:00,"جوال galaxy grand prime +
8 جيجا على1.5 رام 
ممتاز بطارية بتقعد يوم كامل ما فيه ولا شي بشغل نت طيارة 
مطلوب فيه550 كاش وفي مراعاة
العنوان خانيونس للتواصل خاص او رقم
0599529739"
2025-05-21 07:39:57+00:00,"متوفر صيانه مسدسات و بواريد 
متوفر تسويد اسلحه
المكان خانيونس 
شغل ٪100

مطلوب حب m16 
مطلوب حب مق
مطلوب حب كلشن
مطلوب جميع انواع الحب
المكان خانيونس

مطلوب مسدسات حي 
مطلوب مسدسات صوت 
مطلوب جميع انواع البواريد
مطلوب مسدسات خربانه بدها صيانه بشتري بحق الله
مطلوب جميع انواع الحب 
العنوان : خانيونس
تواصل: خاص"
2025-05-21 07:30:04+00:00,"السلام عليكم ورحمة الله وبركاته 
مطلوب جوال كويس وسعر كويس
والدفع كامل تطبيق
الي عندو يتواصل معي 0597612359
أو يتواصل خاص أو واتس"
2025-05-21 07:23:12+00:00,مطلوب جوال 24الترا
2025-05-21 07:21:50+00:00,متوفر usdt قريب ميناء خانيونس مطلوب كاش
2025-05-21 07:10:14+00:00,مطلوب دباسة كتب
2025-05-21 07:09:55+00:00,"جوال galaxy grand prime +
8 جيجا على1.5 رام 
ممتاز بطارية بتقعد يوم كامل ما فيه ولا شي بشغل نت طيارة 
مطلوب فيه550 كاش وفي مراعاة
العنوان خانيونس للتواصل خاص او رقم
0599529739"
2025-05-21 06:47:15+00:00,"مطلوب رز مصري كميات ....
مطلوب عدس مجروش كميات...
مطلوب سكر .."
2025-05-21 06:35:28+00:00,مطلوب رز مصري كميات
2025-05-21 06:17:44+00:00,مطلوب بنزين إسرائيلي يكون تطبيق
2025-05-21 06:11:33+00:00,مطلوب كيلو قهوة حب كولومبي او برازيلي بسعرها العادي 50 شيكل، واوفرلك سيولة ٢٠٠ شيكل ازرق
2025-05-21 05:57:57+00:00,مطلوب رز مصري كميات
2025-05-21 04:47:05+00:00,"مطلوب رصيد جوال الى عندو يتواصل معي 
مطلوب رصيد جوال الى عندو يتواصل معي 
مطلوب رصيد جوال الى عندو يتواصل معي"
2025-05-21 04:17:20+00:00,"مطلوب ناظور سباحة  تواصل خاص
مطلوب ناظور سباحة  تواصل خاص

مطلوب ناظور سباحة  تواصل خاص"
2025-05-21 04:13:24+00:00,مطلوب كيلو قهوة حب كولومبي او برازيلي بسعرها العادي 50 شيكل، واوفرلك سيولة ٢٠٠ شيكل ازرق
2025-05-21 03:05:19+00:00,"مطلوب مكان للايجار 
مواصي خانيونس"
2025-05-21 00:33:35+00:00,مطلوب حب تسعة لأقر
2025-05-20 21:36:24+00:00,مطلوب شاشة شاومي نوت11 باي سعر
2025-05-20 21:29:26+00:00,مطلوب قنابل من نوع سجيل ....
2025-05-20 21:27:13+00:00,مطلوب قطعه سلاح بحدود ال1000_1500دولار
2025-05-20 21:25:23+00:00,مطلوب سكر تطبيق
2025-05-20 21:08:07+00:00,"مطلوب قهوة بن ازحيمان مقابل كيلو سكر أو قنية سيرج أو طحين
المكان خانيونس"
2025-05-20 20:45:26+00:00,مطلوب  أجهزه ايفون 📱
2025-05-20 20:44:49+00:00,"مطلوب شيشة الكترونية نظيفة 
خان يونس"
2025-05-20 20:40:22+00:00,مطلوب جهاز a10s
2025-05-20 20:40:13+00:00,"متوفر صيانه مسدسات و بواريد 
متوفر تسويد اسلحه
المكان خانيونس 
شغل ٪100

مطلوب حب m16 
مطلوب حب مق
مطلوب حب كلشن
مطلوب جميع انواع الحب
المكان خانيونس

مطلوب مسدسات حي 
مطلوب مسدسات صوت 
مطلوب جميع انواع البواريد
مطلوب مسدسات خربانه بدها صيانه بشتري بحق الله
مطلوب جميع انواع الحب 
العنوان : خانيونس
تواصل: خاص"
2025-05-20 20:33:09+00:00,"مطلوب نسكافيه 
مطلوب نسكافيه 
مطلوب نسكافيه"
2025-05-20 19:53:45+00:00,"مطلوب علاج بيرمثرين ٥%

يكون من الدير"
2025-05-20 19:50:55+00:00,"مطلوب فزبه 
للبيع"
2025-05-20 19:45:00+00:00,مطلوب شاشة داخلية ل جوال ردمي نوت 11 s الدفع تطبيق
2025-05-20 19:44:29+00:00,مطلوب سلك نت اتصالات تلفون
2025-05-20 19:38:31+00:00,"نُعلن عن توفر مركبة من نوع **كيا سبورتاج**، موديل **2012**
معروضة للبيع وفقًا للمواصفات التالية:
**المواصفات العامة:**
نوع الوقود: **مزدوج (بنزين وغاز)**
ناقل الحركة: __(__أوتوماتيكي__ )__
اللون الخارجي: __(أسود)__
عدد الأبواب: 4 أبواب
حالة الهيكل: ممتازة جداً
حالة الميكانيك: لا تحتاج إلى أي صيانة حالية – فحص كامل متوفر
**الميزات الإضافية:**
تكييف فعّال (بارد/ساخن)
نوافذ كهربائية
نظام صوتي جيد
وسائد هوائية أمامية
إغلاق مركزي (سنتر لوك)
جنوط ألمنيوم
إطارات بحالة ممتازة
**عدد الكيلومترات المقطوعة:** __(__122000__)__
**السعر المطلوب:** **21,000 دولار أمريكي** (قابل للتفاوض البسيط عند الجدية)
**موقع المركبة:** __(__جنوب القطاع__)__ **للاستفسار والتواصل:** __(____0595850329____)__"
2025-05-20 19:33:54+00:00,مطلوب ايباد ابل  الجيل التاسع او العاشر الدفع تطبيق في الوسطى
2025-05-20 19:28:23+00:00,مطلوب خيمة قبة ل عيلة مستورة شمال غزة يلي عندو ما يقصر
2025-05-20 19:20:57+00:00,مطلوب شاشة داخلية ل جوال ردمي نوت 11s الدفع تطبيق
2025-05-20 19:18:48+00:00,مطلوب قلم جوال سامسونج نوت 4
2025-05-20 19:12:22+00:00,"مطلوب حليب رقم 1 
غزة النفق"
2025-05-20 19:08:02+00:00,"مطلوب شاشة داخلية ل جوال ردمي نوت 11s الدفع تطبيق 
الي متوفر عنده يتواصل معي خاص"
2025-05-20 19:00:20+00:00,مطلوب نتاش جي ثري
2025-05-20 18:43:44+00:00,مطلوب خنجر
2025-05-20 18:31:41+00:00,مطلوب موس أو خنجر
2025-05-20 18:26:51+00:00,مطلوب كنترول اصلي جنوب
2025-05-20 18:20:00+00:00,مطلوب رواتر مافيا
2025-05-20 18:19:03+00:00,"مطلوب سيريلاك او حليب للاطفال ضروري ومستعجل بسعر مقبول 
التواصل خاص"
2025-05-20 18:13:58+00:00,"مطلوب جوال نظيف عالتطبيق


الي عندو يتوااصل"
2025-05-20 17:42:31+00:00,"مطلوب مكينه دخان صندوق
يكون سكان شمال غزة"
2025-05-20 17:19:56+00:00,مطلوب كيلو قهوة حب كولومبي او برازيلي بسعرها العادي 50 شيكل، واوفرلك سيولة ٢٠٠ شيكل ازرق
2025-05-20 17:18:08+00:00,"مطلوب ناظور سباحة   للتواصل خاص 

مطلوب ناظور سباحة   للتواصل خاص 
مطلوب ناظور سباحة زجاج 
مطلوب ناظور سباحة   للتواصل خاص"
2025-05-20 17:06:53+00:00,"مطلوب زيت زيتون نظيف تنك 
تطبيق"
2025-05-20 16:30:23+00:00,"السلام عليكم .
مطلوب حليب اطفال نمره 1-2 
تطبيق او نص نص"
2025-05-20 16:13:42+00:00,مطلوب شاشه A14
2025-05-20 15:53:36+00:00,"مطلوب رصيد جوال الى عندو يتواصل معي 
مطلوب رصيد جوال الى عندو يتواصل معي 
مطلوب رصيد جوال الى عندو يتواصل معي"
2025-05-20 15:47:25+00:00,مطلوب سكر كمية
2025-05-20 15:36:48+00:00,مطلوب شوادر 4×5 بسعر طري
2025-05-20 15:25:32+00:00,مطلوب خمية بسعر منيح
2025-05-20 15:09:50+00:00,مطلوب كيلو قهوة حب كولومبي او برازيلي بسعرها العادي 50 شيكل، واوفرلك سيولة ٢٠٠ شيكل ازرق
2025-05-20 15:07:59+00:00,"متوفر شيكل ازرق جديد 🔥🔥
مطلوب دولار كاش 💵 
التواصل خاص"
2025-05-20 15:06:59+00:00,"مطلوب جوال بحدود 3000 شيكل بنكي
يكون جاهز نظيف ايفون
العنوان خانيونس 
ضروري
.
.
."
2025-05-20 15:02:53+00:00,مطلوب كميات من ريري اللي عنده يتواصل خاص
2025-05-20 14:59:36+00:00,مطلوب كيلو قهوة حب كولومبي او برازيلي بسعرها العادي 50 شيكل، واوفرلك سيولة ٢٠٠ شيكل ازرق
2025-05-20 14:56:38+00:00,"مطلوب مطلوب مطلوب
شقة للايجار لعائلة صغيرة في الوسطى اذا ما في شقة لو غرفة وحمام"
2025-05-20 14:35:00+00:00,"السلام عليكم ،،
مطلوب جوال كشاف بدون بطارية من الوسطى"
2025-05-20 14:32:36+00:00,مطلوب بسكوت تمر للبدل على اندومي
2025-05-20 14:10:12+00:00,"مطلوب كااااـش.  3000دولار مقابل  14000شيكل بنكي 
دير البلح فقط التواصل 0595775455
او تحويل دولار مقابل شيكل  280شيكل  كاش مقابل 100دولار بنكي"
2025-05-20 13:58:49+00:00,مطلوب أحجار ليثيوم 🛑
2025-05-20 13:42:09+00:00,"مطلوب رصيد جوال كل 100 ب 65 مطلوب 1000 شيكل الدفع كاش التواصل خاص لو تكرمتم 🌹.
مواصي خانيونس."
2025-05-20 13:21:14+00:00,"متوفر شيكل ازرق جديد 🔥🔥
مطلوب دولار كاش 💵 
التواصل خاص"
2025-05-20 12:30:44+00:00,"السلام عليكم 
*متوفر شاحن سامسونج* حاجة نظيف *بيدعم الشحن السريع*...
*مرفق* معاه وصلة مايكرو كما هو موضح بالصور..
⚫ *مطلوب ٩٠ شيكل*"
2025-05-20 11:59:25+00:00,مطلوب لوح طاقه دفع تطبيق
2025-05-20 11:46:55+00:00,"مطلوب غسالة نص اتوماتيك
 حوض وحد بسعر مناسب"
2025-05-20 11:27:34+00:00,"مطلوب رصيد جوال الى عندو يتواصل معي 
مطلوب رصيد جوال الى عندو يتواصل معي 
مطلوب رصيد جوال الى عندو يتواصل معي"
2025-05-20 11:25:02+00:00,متوفر شاشه سامسونج كما هو موضح في الصوره بتشتغل نت لاصحاب المشاريع والاستراحات مطلوب فيها 4000شيكل
2025-05-20 11:15:36+00:00,مطلوب ايفون ٧ او ٨ هادي او بلس تكون البطارية فوق ٨٥
2025-05-20 11:15:12+00:00,"مطلوب  كاااا..ش شيكل ازرق 
مقابل تحويل بنكي  دولار 
100دولار بنكي  =280شيكل كااا.ش
دير البلح 0595775455"
2025-05-20 11:00:01+00:00,مطلوب مثلها جديدة من الوسطى
2025-05-20 10:53:33+00:00,مطلوب زي هادي
2025-05-20 10:25:32+00:00,مطلوب ورق a4
2025-05-20 10:16:07+00:00,"جوال galaxy grand prime +
8 جيجا على1.5 رام 
ممتاز بطارية بتقعد يوم كامل ما فيه ولا شي بشغل نت طيارة 
مطلوب فيه550 كاش وفي مراعاة
العنوان خانيونس
0599529739"
2025-05-20 10:10:04+00:00,مطلوب جوال ايفون 12 وفوق معمول الو تخطي للبدل ع ايفون xsmax
2025-05-20 09:47:55+00:00,مطلوب جهاز لوحي متل تابلت وتكون بطاريته منيحة
2025-05-20 09:44:18+00:00,"جوال galaxy grand prime +
8 جيجا على1.5 رام 
ممتاز بطارية بتقعد يوم كامل ما فيه ولا شي بشغل نت طيارة 
مطلوب فيه550 كاش وفي مراعاة
العنوان خانيونس
0599529739"
2025-05-20 09:11:49+00:00,مطلوب خيم
2025-05-20 09:09:15+00:00,"متوفر صيانه مسدسات و بواريد 
متوفر تسويد اسلحه
المكان خانيونس 
شغل ٪100

مطلوب حب m16 
مطلوب حب مق
مطلوب حب كلشن
مطلوب جميع انواع الحب
المكان خانيونس

مطلوب مسدسات حي 
مطلوب مسدسات صوت 
مطلوب جميع انواع البواريد
مطلوب مسدسات خربانه بدها صيانه بشتري بحق الله
مطلوب جميع انواع الحب 
العنوان : خانيونس
تواصل: خاص"
2025-05-20 09:04:13+00:00,مطلوب بطاريات نفس بالصورة
2025-05-20 09:04:03+00:00,"مطلوب رصيد جوال الى عندو يتواصل معي 
مطلوب رصيد جوال الى عندو يتواصل معي 
مطلوب رصيد جوال الى عندو يتواصل معي"
2025-05-20 09:00:58+00:00,"مطلوب سيريلاك او حليب للاطفال ضروري ومستعجل بسعر مقبول 
التواصل خاص"
2025-05-20 08:33:20+00:00,مطلوب جوال ايفون 12 وفوق معمول الو تخطي للبدل ع ايفون xsmax
2025-05-20 08:31:47+00:00,متوفر انفيرتر كيلو اجنص للبيع غزة الشاطئ مطلوب فيه ٨٠٠شيقل
2025-05-20 08:18:09+00:00,ايش مطلوب فيها يا طيب
2025-05-20 07:30:32+00:00,"**في مبلغ 700 دينار بدنا نستقبلهم من الاردن
مطلوب شخص من الوسطى او دير البلح حصرا يسلمنا هالمبلغ
خاص للتفاهم والتواصل**"
2025-05-20 07:16:49+00:00,مطلوب خيمة قبة بسعر طري
2025-05-20 06:56:13+00:00,"مطلوب سيرالاك او حليب للاطفال ضروري ومستعجل بسعر مقبول 
التواصل خاص"
2025-05-20 06:34:10+00:00,مطلوب خيمة قبة بسعر طري
2025-05-20 06:22:41+00:00,"**مطلوب ايفون ١٣ برو ماكس او ١٢ برو ماكس للبدل على ايباد الجيل ٩ 
 ٢٥٦ جيجا 
 بطاريه ٩٠ 
 مع دفع فرقيه وجوال كشاف معاه**"
2025-05-20 06:08:32+00:00,مطلوب شقه للاجار بالدير او الزويادة يكون متوفر فيها مي
2025-05-20 05:50:54+00:00,مطلوب شقه للاجار بالدير او الزويادة يكون متوفر فيها مي
2025-05-20 03:40:14+00:00,"مطلوب رصيد جوال او اوريدو عالتطبيق .
مطلوب رصيد جوال او اوريدو عالتطبيق .
مطلوب رصيد جوال او اوريدو عالتطبيق ."
2025-05-19 22:23:58+00:00,"متوفر 8000 دولار بنك فلسطين
مطلوب usdt  على صفر 
للمعنين  شرط مقابلة"
2025-05-19 22:01:13+00:00,"مطلوب شاشه جوال ردمي 13 c
مطلوب شاشه جوال a21s"
